collection,word,translation,article,gender,plural,word_class,example,topic,source_page
tricolore-1-5th-edition,bonne idée,good idea,,,,phrase,,none,169
tricolore-1-5th-edition,bonne nuit,goodnight,,,,phrase,,daily-routine,169
tricolore-1-5th-edition,bord de la mer,at the seaside,au,,,phrase,,vacation,169
tricolore-1-5th-edition,bottes (f pl),boots,des,f pl,,noun,,shopping,169
tricolore-1-5th-edition,boulanger,baker,un,,,noun,,profession,169
tricolore-1-5th-edition,boulangerie,"bakery, baker's shop",une,,,noun,,shopping,169
tricolore-1-5th-edition,boules (f pl),bowls,les,f pl,,noun,,hobby,169
tricolore-1-5th-edition,bouteille,bottle,une,,,noun,,food,169
tricolore-1-5th-edition,bowling,bowling alley,un,,,noun,,hobby,169
tricolore-1-5th-edition,boîte,"box, tin, disco/club",une,,,noun,,shopping,169
tricolore-1-5th-edition,boîte aux lettres,letter box,une,,,noun,,communication,169
tricolore-1-5th-edition,bravo!,well done!,,,,phrase,,none,169
tricolore-1-5th-edition,brocolis (m pl),broccoli,les,m pl,,noun,,food,169
tricolore-1-5th-edition,brouillard,fog,le,,,noun,,weather,169
tricolore-1-5th-edition,brun,brown,,,,adjective,,none,169
tricolore-1-5th-edition,bulle,"speech bubble, caption",une,,,noun,,none,169
tricolore-1-5th-edition,bureau,office,un,,,noun,,home,169
tricolore-1-5th-edition,bureau de poste,post office,un,,,noun,,city-places,169
tricolore-1-5th-edition,bâtiment,building,un,,,noun,,city-places,169
tricolore-1-5th-edition,bâton,stick,un,,,noun,,none,169
tricolore-1-5th-edition,bête,silly,,,,adjective,,none,169
tricolore-1-5th-edition,bûche de Noël,Christmas log,une,,,noun,,food,169
tricolore-1-5th-edition,c'est,it is,,,,phrase,,none,169
tricolore-1-5th-edition,c'est bon!,it tastes good!,,,,phrase,,food,169
tricolore-1-5th-edition,c'est très bien,it's (that's) fine,,,,phrase,,none,169
tricolore-1-5th-edition,c'est vrai?,really,,,,phrase,,none,169
tricolore-1-5th-edition,cacher,to hide,,,,verb,,none,169
tricolore-1-5th-edition,cadeau (pl des cadeaux),present,un,,des cadeaux,noun,,shopping,169
tricolore-1-5th-edition,café,café,un,,,noun,,restaurant,169
tricolore-1-5th-edition,café au lait,a cup of coffee with milk,un,,,noun,,food,169
tricolore-1-5th-edition,café crème,a cup of coffee with milk,un,,,noun,,food,169
tricolore-1-5th-edition,cage,cage,une,,,noun,,none,169
tricolore-1-5th-edition,cahier,exercise book,un,,,noun,,school,169
tricolore-1-5th-edition,caisse,"cash desk, checkout",une,,,noun,,shopping,169
tricolore-1-5th-edition,calculatrice,calculator,une,,,noun,,school,169
tricolore-1-5th-edition,campagne,"country, countryside",la,,,noun,,vacation,169
tricolore-1-5th-edition,camping,campsite,un,,,noun,,vacation,169
tricolore-1-5th-edition,cantine,"dining hall, canteen",une,,,noun,,school,169
tricolore-1-5th-edition,car,coach,un,,,noun,,travel,169
tricolore-1-5th-edition,carnet,notebook,un,,,noun,,school,169
tricolore-1-5th-edition,carotte,carrot,une,,,noun,,food,169
tricolore-1-5th-edition,cartable,school bag,un,,,noun,,school,169
tricolore-1-5th-edition,carte,"card, map",une,,,noun,,hobby,169
tricolore-1-5th-edition,carte cadeau,gift card,une,,,noun,,shopping,169
tricolore-1-5th-edition,carte postale,postcard,une,,,noun,,communication,169
tricolore-1-5th-edition,case,printed box (on form or grid),une,,,noun,,school,169
tricolore-1-5th-edition,casque,helmet,un,,,noun,,none,169
tricolore-1-5th-edition,casquette,(baseball) cap,une,,,noun,,shopping,169
tricolore-1-5th-edition,cassis,blackcurrant flavoured,au,,,phrase,,food,169
tricolore-1-5th-edition,cathédrale,cathedral,une,,,noun,,city-places,169
tricolore-1-5th-edition,"ce (cet, cette, ces)","this, that",,,,other,,none,169
tricolore-1-5th-edition,ce n'est pas,it's not,,,,phrase,,none,169
tricolore-1-5th-edition,ce n'est pas bien,that's no good,,,,phrase,,none,169
tricolore-1-5th-edition,ce sont,"they are, these are",,,,phrase,,none,169
tricolore-1-5th-edition,ceinture,belt,une,,,noun,,shopping,169
tricolore-1-5th-edition,cela,that,,,,other,,none,169
tricolore-1-5th-edition,Cendrillon,Cinderella,,,,noun,,none,169
tricolore-1-5th-edition,cent,(one) hundred,,,,other,,none,169
tricolore-1-5th-edition,centre,centre,le,,,noun,,city-places,169
tricolore-1-5th-edition,centre commercial,shopping centre,un,,,noun,,shopping,169
tricolore-1-5th-edition,centre sportif,sports centre,un,,,noun,,city-places,169
tricolore-1-5th-edition,centre-ville,town centre,le,,,noun,,city-places,169
tricolore-1-5th-edition,ces,"these, those",,,,other,,none,169
tricolore-1-5th-edition,cet (cette),"this, that",,,,other,,none,169
tricolore-1-5th-edition,chaise,chair,une,,,noun,,home,169
tricolore-1-5th-edition,chambre,bedroom,une,,,noun,,home,169
tricolore-1-5th-edition,chameau,camel,un,,,noun,,none,169
tricolore-1-5th-edition,champignon,mushroom,un,,,noun,,food,169
tricolore-1-5th-edition,"chance, avoir de la chance",to be lucky,,,,phrase,,none,169
tricolore-1-5th-edition,chanson,song,une,,,noun,,hobby,169
tricolore-1-5th-edition,chant folklorique,folk singing,le,,,noun,,hobby,169
tricolore-1-5th-edition,chanter,to sing,,,,verb,,hobby,169
tricolore-1-5th-edition,chanteur (f une chanteuse),singer,un,,,noun,,profession,169
tricolore-1-5th-edition,chapeau,hat,un,,,noun,,shopping,169
tricolore-1-5th-edition,chaque,"each, every",,,,adjective,,none,169
tricolore-1-5th-edition,chaque fois,each time,à,,,phrase,,time-dates,169
tricolore-1-5th-edition,chat (f une chatte),cat,un,,,noun,,none,169
tricolore-1-5th-edition,chaud,it's hot,,,,phrase,,weather,169
tricolore-1-5th-edition,chaussettes (f pl),socks,des,f pl,,noun,,shopping,169
tricolore-1-5th-edition,chaussures (f pl),shoes,des,f pl,,noun,,shopping,169
tricolore-1-5th-edition,chaussures de sport (f pl),trainers,des,f pl,,noun,,shopping,169
tricolore-1-5th-edition,chaîne hi-fi,stereo system,une,,,noun,,home,169
tricolore-1-5th-edition,chemin,"way, path",un,,,noun,,travel,169
tricolore-1-5th-edition,chemise,shirt,une,,,noun,,shopping,169
tricolore-1-5th-edition,chemisier,blouse,un,,,noun,,shopping,169
tricolore-1-5th-edition,cher (f chère),"dear ... (beginning of letter), expensive",,,,adjective,,shopping,169
tricolore-1-5th-edition,chercher,to look for,,,,verb,,none,169
tricolore-1-5th-edition,cheval (pl des chevaux),horse,un,,des chevaux,noun,,none,169
tricolore-1-5th-edition,chez,"at, to (someone's house)",,,,preposition,,none,169
tricolore-1-5th-edition,chez moi,at home,,,,phrase,,home,169
tricolore-1-5th-edition,chez toi,to/at your house,,,,phrase,,home,169
tricolore-1-5th-edition,chic,smart,,,,adjective,,none,169
tricolore-1-5th-edition,chien,dog,un,,,noun,,none,169
tricolore-1-5th-edition,Chine,China,la,,,noun,,travel,169
tricolore-1-5th-edition,chips (m pl),crisps,les,m pl,,noun,,food,169
tricolore-1-5th-edition,chocolat,chocolate,le,,,noun,,food,169
tricolore-1-5th-edition,chocolat chaud,hot chocolate drink,un,,,noun,,food,169
tricolore-1-5th-edition,choix,"choice, selection",un,,,noun,,shopping,169
tricolore-1-5th-edition,chorale,choir,une,,,noun,,hobby,169
tricolore-1-5th-edition,châtain,chestnut brown,,,,adjective,,personal-info,169
tricolore-1-5th-edition,château,castle,un,,,noun,,travel,169
tricolore-1-5th-edition,célèbre,famous,,,,adjective,,none,169
tricolore-1-5th-edition,céréales (f pl),cereal,des,f pl,,noun,,food,169
tricolore-1-5th-edition,en automne,in autumn,,,,phrase,,weather,169
tricolore-1-5th-edition,en chocolat,made of chocolate,,,,phrase,,food,169
tricolore-1-5th-edition,faire du camping,to go camping,,,,phrase,,vacation,169
tricolore-1-5th-edition,il fait beau,the weather's fine,,,,phrase,,weather,169
tricolore-1-5th-edition,il y a du brouillard,it's foggy,,,,phrase,,weather,169
tricolore-1-5th-edition,j'ai ... ans,I am ... years old,,,,phrase,,personal-info,169
tricolore-1-5th-edition,j'ai les cheveux châtains,I have chestnut brown hair,,,,phrase,,personal-info,169
tricolore-1-5th-edition,jouer aux cartes,to play cards,,,,phrase,,hobby,169
tricolore-1-5th-edition,par/en avion,by plane,,,,phrase,,travel,169
tricolore-1-5th-edition,pas beaucoup,not much,,,,phrase,,none,169
tricolore-1-5th-edition,"à (au, à la, aux)","in, at, to (see p.82)",,,,preposition,,none,169
tricolore-1-5th-edition,à bientôt,see you soon,,,,phrase,,communication,169
tricolore-1-5th-edition,à la campagne,in the country,,,,phrase,,vacation,169
tricolore-1-5th-edition,âne,donkey,un,,,noun,,none,169
tricolore-1-5th-edition,ça,that,,,,other,,none,169
tricolore-1-5th-edition,ça fait ...,that makes ...,,,,phrase,,shopping,169
tricolore-1-5th-edition,ça ne fait rien,that (it) doesn't matter,,,,phrase,,none,169
tricolore-1-5th-edition,ça ne va pas,"it's no good, things aren't going well",,,,phrase,,health,169
tricolore-1-5th-edition,"ça va bien, merci","fine, thank you",,,,phrase,,communication,169
tricolore-1-5th-edition,ça va?,all right? how are you?,,,,phrase,,communication,169
tricolore-1-5th-edition,ça y est,that's it,,,,phrase,,none,169
tricolore-1-5th-edition,être d'accord,to be in agreement,,,,phrase,,none,169
tricolore-1-5th-edition,au citron,lemon flavoured,,,,phrase,,food,170
tricolore-1-5th-edition,bleu clair,light blue,,,,adjective,,none,170
tricolore-1-5th-edition,chose,thing,une,,,noun,,none,170
tricolore-1-5th-edition,chou,cabbage,un,,,noun,,food,170
tricolore-1-5th-edition,chou-fleur,cauliflower,un,,,noun,,food,170
tricolore-1-5th-edition,chouette!,great!,,,,phrase,,none,170
tricolore-1-5th-edition,chrétien(ne),Christian,,,,adjective,,none,170
tricolore-1-5th-edition,ciel,sky,le,,,noun,,weather,170
tricolore-1-5th-edition,cinq,five,,,,other,,none,170
tricolore-1-5th-edition,cinquante,fifty,,,,other,,none,170
tricolore-1-5th-edition,cinéma,cinema,un,,,noun,,city-places,170
tricolore-1-5th-edition,circulation,traffic,la,,,noun,,travel,170
tricolore-1-5th-edition,circuler,to move around,,,,verb,,travel,170
tricolore-1-5th-edition,cirque,circus,un,,,noun,,hobby,170
tricolore-1-5th-edition,citron,lemon,un,,,noun,,food,170
tricolore-1-5th-edition,citrouille,pumpkin,une,,,noun,,food,170
tricolore-1-5th-edition,clair,light,,,,adjective,,none,170
tricolore-1-5th-edition,clarinette,clarinet,une,,,noun,,hobby,170
tricolore-1-5th-edition,classe,class,une,,,noun,,school,170
tricolore-1-5th-edition,classeur,"file, ring binder",un,,,noun,,school,170
tricolore-1-5th-edition,classique,classical,,,,adjective,,none,170
tricolore-1-5th-edition,clavier,keyboard,un,,,noun,,school,170
tricolore-1-5th-edition,clinique,hospital,une,,,noun,,health,170
tricolore-1-5th-edition,cliquer,to click,,,,verb,,none,170
tricolore-1-5th-edition,club,club,un,,,noun,,hobby,170
tricolore-1-5th-edition,clé USB,USB stick,une,,,noun,,school,170
tricolore-1-5th-edition,Coca,"cola, coke",le,,,noun,,food,170
tricolore-1-5th-edition,coche,"mark, tick",une,,,noun,,school,170
tricolore-1-5th-edition,cocher,"to tick, mark",,,,verb,,school,170
tricolore-1-5th-edition,cochon d'Inde,guinea pig,un,,,noun,,none,170
tricolore-1-5th-edition,collant,pair of tights,un,,,noun,,shopping,170
tricolore-1-5th-edition,collier,"collar, necklace",un,,,noun,,shopping,170
tricolore-1-5th-edition,collège,school for students aged 11–16 approx.,un,,,noun,,school,170
tricolore-1-5th-edition,"colonie de vacances, colo",summer camp,une,,,noun,,vacation,170
tricolore-1-5th-edition,colorier,to colour,,,,verb,,none,170
tricolore-1-5th-edition,colorié,coloured,,,,adjective,,none,170
tricolore-1-5th-edition,combien (de)?,how many? how much?,,,,adverb,,shopping,170
tricolore-1-5th-edition,combien sommes-nous?,what's the date?,le,,,phrase,,time-dates,170
tricolore-1-5th-edition,combien?,how much is it?,c'est,,,phrase,,shopping,170
tricolore-1-5th-edition,comme,"as, like",,,,adverb,,none,170
tricolore-1-5th-edition,comme ci comme ça,"so-so, not bad",,,,phrase,,health,170
tricolore-1-5th-edition,comme il fait chaud!,how hot it is!,,,,phrase,,weather,170
tricolore-1-5th-edition,commencer,to begin,,,,verb,,none,170
tricolore-1-5th-edition,comment dit-on (...) en anglais?,what's the English for (...)?,,,,phrase,,communication,170
tricolore-1-5th-edition,comment dit-on (...) en français?,what's the French for (...)?,,,,phrase,,communication,170
tricolore-1-5th-edition,comment s'appelle-t-il/elle?,what's his/her name?,,,,phrase,,personal-info,170
tricolore-1-5th-edition,comment t'appelles-tu?,what's your name?,,,,phrase,,personal-info,170
tricolore-1-5th-edition,comment ça s'écrit?,how do you spell that? how's that written?,,,,phrase,,communication,170
tricolore-1-5th-edition,comment?,what? pardon?,,,,adverb,,communication,170
tricolore-1-5th-edition,commun,in common,en,,,phrase,,none,170
tricolore-1-5th-edition,compléter,to fill in,,,,verb,,school,170
tricolore-1-5th-edition,comprendre,to understand,,,,verb,,school,170
tricolore-1-5th-edition,compter,to count,,,,verb,,school,170
tricolore-1-5th-edition,concert,concert,un,,,noun,,hobby,170
tricolore-1-5th-edition,concombre,cucumber,le,,,noun,,food,170
tricolore-1-5th-edition,concours,competition,un,,,noun,,school,170
tricolore-1-5th-edition,confiture,jam,la,,,noun,,food,170
tricolore-1-5th-edition,confortable,comfortable,,,,adjective,,none,170
tricolore-1-5th-edition,conférence,lecture,une,,,noun,,none,170
tricolore-1-5th-edition,connu,well-known,,,,adjective,,none,170
tricolore-1-5th-edition,conquête,conquest,la,,,noun,,none,170
tricolore-1-5th-edition,console de jeux,games console,une,,,noun,,hobby,170
tricolore-1-5th-edition,content,happy,,,,adjective,,none,170
tricolore-1-5th-edition,contre,against,,,,preposition,,none,170
tricolore-1-5th-edition,contrôle,"assessment, test",un,,,noun,,school,170
tricolore-1-5th-edition,copain,friend (male),un,,,noun,,family,170
tricolore-1-5th-edition,copine,friend (female),une,,,noun,,family,170
tricolore-1-5th-edition,correspondant(e),penfriend,un(e),,,noun,,communication,170
tricolore-1-5th-edition,coton,cotton,le,,,noun,,none,170
tricolore-1-5th-edition,couche,I go to bed (from se coucher),je me,,,verb,,daily-routine,170
tricolore-1-5th-edition,couche,he goes to bed (from se coucher),il se,,,verb,,daily-routine,170
tricolore-1-5th-edition,couleur,colour,une,,,noun,,none,170
tricolore-1-5th-edition,coup de téléphone,telephone call,un,,,noun,,communication,170
tricolore-1-5th-edition,couper,to cut,,,,verb,,food,170
tricolore-1-5th-edition,cour,school grounds,la,,,noun,,school,170
tricolore-1-5th-edition,couronne,crown,une,,,noun,,none,170
tricolore-1-5th-edition,cours,"class, lesson",un,,,noun,,school,170
tricolore-1-5th-edition,"courses, faire des courses",to go shopping,,,,phrase,,shopping,170
tricolore-1-5th-edition,court,short,,,,adjective,,none,170
tricolore-1-5th-edition,cousin(e),cousin,un(e),,,noun,,family,170
tricolore-1-5th-edition,couvert,"covered, indoor",,,,adjective,,weather,170
tricolore-1-5th-edition,cravate,tie,une,,,noun,,shopping,170
tricolore-1-5th-edition,crayon,pencil,un,,,noun,,school,170
tricolore-1-5th-edition,cricket,cricket,le,,,noun,,hobby,170
tricolore-1-5th-edition,critiquer,to criticise,,,,verb,,none,170
tricolore-1-5th-edition,crois pas,I don't think so,je ne,,,phrase,,communication,170
tricolore-1-5th-edition,croissant,croissant (crescent-shaped roll),un,,,noun,,food,170
tricolore-1-5th-edition,crèche,crib,une,,,noun,,none,170
tricolore-1-5th-edition,crème anglaise,custard,la,,,noun,,food,170
tricolore-1-5th-edition,crèperie,pancake restaurant/stall,une,,,noun,,restaurant,170
tricolore-1-5th-edition,crêpe,pancake,une,,,noun,,food,170
tricolore-1-5th-edition,cuillerée,spoonful,une,,,noun,,food,170
tricolore-1-5th-edition,cuisine,kitchen,une,,,noun,,home,170
tricolore-1-5th-edition,curieux (f curieuse),"strange, odd",,,,adjective,,none,170
tricolore-1-5th-edition,cyclisme,cycling,le,,,noun,,hobby,170
tricolore-1-5th-edition,côte,coast,une,,,noun,,travel,170
tricolore-1-5th-edition,côté de,next to,à,,,preposition,,none,170
tricolore-1-5th-edition,d'abord,"at first, first of all",,,,adverb,,none,170
tricolore-1-5th-edition,d'accord,"okay, all right",,,,phrase,,none,170
tricolore-1-5th-edition,dans,"in, on",,,,preposition,,none,170
tricolore-1-5th-edition,danse,"dance, dancing",la,,,noun,,hobby,170
tricolore-1-5th-edition,danser,to dance,,,,verb,,hobby,170
tricolore-1-5th-edition,date,date,une,,,noun,,time-dates,170
tricolore-1-5th-edition,dauphin,dolphin,un,,,noun,,none,170
tricolore-1-5th-edition,de,"of, from",,,,preposition,,none,170
tricolore-1-5th-edition,debout,to be (standing) up,être,,,phrase,,none,170
tricolore-1-5th-edition,demain,tomorrow,,,,adverb,,time-dates,170
tricolore-1-5th-edition,demi,half,,,,adjective,,none,170
tricolore-1-5th-edition,demi-frère,"half brother, stepbrother",un,,,noun,,family,170
tricolore-1-5th-edition,demi-heure,half an hour,une,,,noun,,time-dates,170
tricolore-1-5th-edition,demi-sœur,"half sister, stepsister",une,,,noun,,family,170
tricolore-1-5th-edition,dernier,last,,,,adjective,,none,170
tricolore-1-5th-edition,derrière,behind,,,,preposition,,none,170
tricolore-1-5th-edition,des,some (see p.112),,,,other,,none,170
tricolore-1-5th-edition,descendent de l'autobus,they get off the bus (from descendre),ils/elles,,,verb,,travel,170
tricolore-1-5th-edition,descendre,"to go down, get off",,,,verb,,travel,170
tricolore-1-5th-edition,dessert,"dessert, sweet",un,,,noun,,food,170
tricolore-1-5th-edition,dessin,"sketch, drawing, art",le,,,noun,,school,170
tricolore-1-5th-edition,dessiner,to draw,,,,verb,,hobby,170
tricolore-1-5th-edition,dessus,"on (it), above",,,,adverb,,none,170
tricolore-1-5th-edition,deux,two,,,,other,,none,170
tricolore-1-5th-edition,deuxième,second,,,,adjective,,none,170
tricolore-1-5th-edition,devant,in front of,,,,preposition,,none,170
tricolore-1-5th-edition,deviner,to guess,,,,verb,,none,170
tricolore-1-5th-edition,devise,"currency, motto",la,,,noun,,none,170
tricolore-1-5th-edition,devoirs (m pl),homework,les,m pl,,noun,,school,170
tricolore-1-5th-edition,difficile,difficult,,,,adjective,,school,170
tricolore-1-5th-edition,dimanche,(on) Sunday(s),(le),,,noun,,time-dates,170
tricolore-1-5th-edition,dinde,turkey,une,,,noun,,food,170
tricolore-1-5th-edition,dinosaure,dinosaur,un,,,noun,,none,170
tricolore-1-5th-edition,dire,to say,,,,verb,,none,170
tricolore-1-5th-edition,discothèque,discotheque,une,,,noun,,hobby,170
tricolore-1-5th-edition,discuter (de),"to chat, to talk about things",,,,verb,,communication,170
tricolore-1-5th-edition,distraction,leisure activity,une,,,noun,,hobby,170
tricolore-1-5th-edition,dix,ten,,,,other,,none,170
tricolore-1-5th-edition,dix-huit,eighteen,,,,other,,none,170
tricolore-1-5th-edition,dix-neuf,nineteen,,,,other,,none,170
tricolore-1-5th-edition,dix-sept,seventeen,,,,other,,none,170
tricolore-1-5th-edition,dodo,sleep,,,,noun,,daily-routine,170
tricolore-1-5th-edition,"dominos, jouer aux dominos",to play dominoes,,,,phrase,,hobby,170
tricolore-1-5th-edition,dommage,it's a pity,c'est,,,phrase,,none,170
tricolore-1-5th-edition,donc,therefore,,,,adverb,,none,170
tricolore-1-5th-edition,donner,to give,,,,verb,,none,170
tricolore-1-5th-edition,donnez-moi ...,give me ...,,,,phrase,,shopping,170
tricolore-1-5th-edition,dort,he sleeps/is asleep (from dormir),il,,,verb,,daily-routine,170
tricolore-1-5th-edition,Douvres,Dover,,,,noun,,travel,170
tricolore-1-5th-edition,douze,twelve,,,,other,,none,170
tricolore-1-5th-edition,drapeau,flag (pl des drapeaux),un,,des drapeaux,noun,,none,170
tricolore-1-5th-edition,droite,on the right,à,,,phrase,,travel,170
tricolore-1-5th-edition,drôle,funny,,,,adjective,,none,170
tricolore-1-5th-edition,du,"of the, in the",,,,other,,none,170
tricolore-1-5th-edition,"du (de la, de l', des)",some (see p.112),,,,other,,none,170
tricolore-1-5th-edition,durer,to last,,,,verb,,none,170
tricolore-1-5th-edition,débarrasser,to clear away,,,,verb,,daily-routine,170
tricolore-1-5th-edition,décembre,December,,,,noun,,time-dates,170
tricolore-1-5th-edition,décoller,to take off,,,,verb,,travel,170
tricolore-1-5th-edition,découvre,(he) discovers (from découvrir),(il),,,verb,,none,170
tricolore-1-5th-edition,découvrir,to discover,,,,verb,,none,170
tricolore-1-5th-edition,décrire,to describe,,,,verb,,none,170
tricolore-1-5th-edition,défilé,procession,un,,,noun,,vacation,170
tricolore-1-5th-edition,déguisé(e),in fancy dress,,,,adjective,,vacation,170
tricolore-1-5th-edition,déjeuner,lunch,le,,,noun,,food,170
tricolore-1-5th-edition,délicieux (f délicieuse),delicious,,,,adjective,,food,170
tricolore-1-5th-edition,dépliant,leaflet,un,,,noun,,travel,170
tricolore-1-5th-edition,désespéré,"in despair, desperate",,,,adjective,,none,170
tricolore-1-5th-edition,désirez?,what would you like? (from désirer),vous,,,verb,,shopping,170
tricolore-1-5th-edition,désolé,very sorry,,,,adjective,,none,170
tricolore-1-5th-edition,détester,to hate,,,,verb,,none,170
tricolore-1-5th-edition,dîne,they have dinner (from dîner),on,,,verb,,food,170
tricolore-1-5th-edition,dîner,dinner,un,,,noun,,food,170
tricolore-1-5th-edition,e-mail,email,un,,,noun,,communication,170
tricolore-1-5th-edition,eau (f),water,l',f,,noun,,food,170
tricolore-1-5th-edition,elle,"she, it, her",,,,other,,none,170
tricolore-1-5th-edition,elles,they (feminine form),,,,other,,none,170
tricolore-1-5th-edition,emploi du temps,timetable,un,,,noun,,school,170
tricolore-1-5th-edition,en,in,,,,preposition,,none,170
tricolore-1-5th-edition,en classe,in class,,,,phrase,,school,170
tricolore-1-5th-edition,en effet,in fact,,,,phrase,,none,170
tricolore-1-5th-edition,encore,"more, again",,,,adverb,,none,170
tricolore-1-5th-edition,encore du ...,some more ...,,,,phrase,,food,170
tricolore-1-5th-edition,endroit,place,un,,,noun,,city-places,170
tricolore-1-5th-edition,enfant,child,un(e),,,noun,,family,170
tricolore-1-5th-edition,enfant unique,only child,un(e),,,noun,,family,170
tricolore-1-5th-edition,enfin,"finally, at last",,,,adverb,,none,170
tricolore-1-5th-edition,ennuyeux (f ennuyeuse),boring,,,,adjective,,none,170
tricolore-1-5th-edition,enquête,"enquiry, survey",une,,,noun,,school,170
tricolore-1-5th-edition,enregistrer,to record,,,,verb,,none,170
tricolore-1-5th-edition,enseignement (m),"education, instruction",l',m,,noun,,school,170
tricolore-1-5th-edition,ensemble,together,,,,adverb,,none,170
tricolore-1-5th-edition,ensuite,next,,,,adverb,,time-dates,170
tricolore-1-5th-edition,entendre,to hear,,,,verb,,none,170
tricolore-1-5th-edition,entraînement (m),training (session),l',m,,noun,,hobby,170
tricolore-1-5th-edition,entre,between,,,,preposition,,none,170
tricolore-1-5th-edition,entrer,to enter,,,,verb,,none,170
tricolore-1-5th-edition,entrée,"entrance, fee",une,,,noun,,restaurant,170
tricolore-1-5th-edition,environ,about,,,,adverb,,none,170
tricolore-1-5th-edition,envoyer,to send,,,,verb,,communication,170
tricolore-1-5th-edition,EPS (éducation physique et sportive) (f),PE,l',f,,noun,,school,170
tricolore-1-5th-edition,erreur,mistake,une,,,noun,,school,170
tricolore-1-5th-edition,es,you are (from être see p.49),tu,,,verb,,none,170
tricolore-1-5th-edition,escalier (m),staircase,l',m,,noun,,home,170
tricolore-1-5th-edition,escargot,snail,un,,,noun,,food,170
tricolore-1-5th-edition,espace (f),space,l',f,,noun,,none,170
tricolore-1-5th-edition,Espagne (f),Spain,l',f,,noun,,travel,170
tricolore-1-5th-edition,espagnol,Spanish,,,,adjective,,none,170
tricolore-1-5th-edition,essayer,to try (on),,,,verb,,shopping,170
tricolore-1-5th-edition,est,is (from être see p.49),,,,verb,,none,170
tricolore-1-5th-edition,est-ce qu'il y a ... ?,is there ... ?,,,,phrase,,none,170
tricolore-1-5th-edition,est-ce que ... ?,question form (see p.36),,,,phrase,,none,170
tricolore-1-5th-edition,est-ce que je peux ... ?,can I ... ? may I ... ?,,,,phrase,,none,170
tricolore-1-5th-edition,est-ce que tu aimes ... ?,do you like ... ?,,,,phrase,,none,170
tricolore-1-5th-edition,et,and,,,,other,,none,170
tricolore-1-5th-edition,l'eau bouillante,boiling water,,,,noun,,food,170
tricolore-1-5th-edition,l'eau minérale,mineral water,,,,noun,,food,170
tricolore-1-5th-edition,le petit déjeuner,breakfast,,,,noun,,food,170
tricolore-1-5th-edition,mots surlignés,highlighted words,des,,,noun,,school,170
tricolore-1-5th-edition,quelque chose,something,,,,phrase,,none,170
tricolore-1-5th-edition,tu ne m'écoutes pas!,you're not listening to me!,,,,phrase,,communication,170
tricolore-1-5th-edition,un club des jeunes,youth club,,,,noun,,hobby,170
tricolore-1-5th-edition,à demain,see you tomorrow,,,,phrase,,communication,170
tricolore-1-5th-edition,écharpe,scarf,une,,,noun,,shopping,170
tricolore-1-5th-edition,"échecs, jouer aux échecs",to play chess,,,,phrase,,hobby,170
tricolore-1-5th-edition,éclair,eclair (type of cake),un,,,noun,,food,170
tricolore-1-5th-edition,école,school,une,,,noun,,school,170
tricolore-1-5th-edition,école primaire,school for students aged 6–11,,,,noun,,school,170
tricolore-1-5th-edition,Écosse (f),Scotland,l',f,,noun,,travel,170
tricolore-1-5th-edition,écouter,to listen to,,,,verb,,school,170
tricolore-1-5th-edition,écrire,to write,,,,verb,,school,170
tricolore-1-5th-edition,écris-moi bientôt,write soon,,,,phrase,,communication,170
tricolore-1-5th-edition,Édimbourg,Edinburgh,,,,noun,,travel,170
tricolore-1-5th-edition,éducation civique (f),citizenship,l',f,,noun,,school,170
tricolore-1-5th-edition,église,church,une,,,noun,,city-places,170
tricolore-1-5th-edition,élève,"pupil, student",un(e),,,noun,,school,170
tricolore-1-5th-edition,éléphant,elephant,un,,,noun,,none,170
tricolore-1-5th-edition,émission,"broadcast, programme",une,,,noun,,communication,170
tricolore-1-5th-edition,énorme,huge,,,,adjective,,none,170
tricolore-1-5th-edition,épicerie,grocer's shop,une,,,noun,,shopping,170
tricolore-1-5th-edition,épreuve,test,une,,,noun,,school,170
tricolore-1-5th-edition,équipe,team,une,,,noun,,hobby,170
tricolore-1-5th-edition,équitation (f),horse riding,l',f,,noun,,hobby,170
tricolore-1-5th-edition,étage,"floor, storey",un,,,noun,,home,170
tricolore-1-5th-edition,était,(it) was,(il),,,verb,,none,170
tricolore-1-5th-edition,été (m),summer,l',m,,noun,,weather,170
tricolore-1-5th-edition,(à) chaque fois,each time,,,,phrase,,time-dates,171
tricolore-1-5th-edition,en hiver,in winter,,,,phrase,,weather,171
tricolore-1-5th-edition,en été,in summer,,,,phrase,,weather,171
tricolore-1-5th-edition,et ainsi de suite,and so on,,,,phrase,,none,171
tricolore-1-5th-edition,excursion,excursion,une,,,noun,,vacation,171
tricolore-1-5th-edition,exemple,for example,par,,,phrase,,school,171
tricolore-1-5th-edition,exposition,exhibition,une,,,noun,,city-places,171
tricolore-1-5th-edition,extrait,extract,un,,,noun,,school,171
tricolore-1-5th-edition,extraordinaire,extraordinary,,,,adjective,,none,171
tricolore-1-5th-edition,face,"side (of coin, object)",une,,,noun,,none,171
tricolore-1-5th-edition,face (de),opposite,en,,,phrase,,city-places,171
tricolore-1-5th-edition,facile,easy,,,,adjective,,school,171
tricolore-1-5th-edition,faim,I'm hungry,j'ai,,,phrase,,food,171
tricolore-1-5th-edition,faire,"to do, make, go",,,,verb,,none,171
tricolore-1-5th-edition,faire de l'équitation,to go horse riding,,,,phrase,,hobby,171
